answer_id,visit_id,question_id,campaign_code,intervention_point_code,question_type,answer,expected_answer,created_at,updated_at_sys
5041,930,372,CAM00043,PDV000071,M,Mejora altura,,2026-02-11,2026-04-30
5042,930,371,CAM00043,PDV000071,T,,,2026-02-11,2026-04-30
5043,930,368,CAM00043,PDV000071,T,OK,,2026-02-11,2026-04-30
5044,930,374,CAM00043,PDV000071,N,45,Si,2026-02-11,2026-04-30
5045,930,370,CAM00043,PDV000071,N,10,,2026-02-11,2026-04-30
5046,931,370,CAM00043,PDV000117,N,1,,2026-02-09,2026-04-18
5047,931,373,CAM00043,PDV000117,S,"0, No esta expuesto ",Si,2026-02-09,2026-04-18
5048,931,371,CAM00043,PDV000117,T,Auxiliar de farmacia,,2026-02-09,2026-04-18
5049,931,372,CAM00043,PDV000117,M,Sacar del cajon,,2026-02-09,2026-04-18
5050,931,369,CAM00043,PDV000117,S,No,,2026-02-09,2026-04-18
5051,931,368,CAM00043,PDV000117,,Farmacéutico adjunto,,2026-02-09,2026-04-18
5052,931,367,CAM00043,PDV000117,N,15,,2026-02-09,2026-04-18
5053,931,366,CAM00043,PDV000117,S,No agendada,,2026-02-09,2026-04-18
5054,931,375,CAM00043,PDV000117,S,Auxiliar,,2026-02-09,2026-04-18
5055,931,374,CAM00043,PDV000117,N, 60 ,,2026-02-09,2026-04-18
5056,932,373,CAM00043,PDV000204,S,7,,2026-02-06,2026-04-05
5057,932,374,CAM00043,PDV000204,N,2,,2026-02-06,2026-04-05
5058,932,368,CAM00043,PDV000204,T,Pendiente de confirmar,,2026-02-06,2026-04-05
5059,932,370,CAM00043,PDV000204,N,,,2026-02-06,2026-04-05
5060,932,367,CAM00043,PDV000204,N,20,,2026-02-06,2026-04-05
5061,932,375,CAM00043,PDV000204,S,Adjunto,,2026-02-06,2026-04-05
5062,933,370,CAM00043,PDV000176,N,30,Si,2026-01-26,2026-05-19
5063,933,375,CAM00043,PDV000176,S,Adjunto,,2026-01-26,2026-05-19
5064,933,371,CAM00043,PDV000176,T,OK,,2026-01-26,2026-05-19
5065,933,366,CAM00043,PDV000176,S,Agendada,,2026-01-26,2026-05-19
5066,933,369,CAM00043,PDV000176,S,Si,,2026-01-26,2026-05-19
5067,933,373,CAM00043,PDV000176,S,"0, No lo trabajan ",,2026-01-26,2026-05-19
5068,934,369,CAM00043,PDV000083,S,,,2026-02-11,2026-04-12
5069,934,368,CAM00043,PDV000083,T,Pendiente de confirmar,,2026-02-11,2026-04-12
5070,934,375,CAM00043,PDV000083,S,Adjunto ,Si,2026-02-11,2026-04-12
5071,934,367,CAM00043,PDV000083,N,20,,2026-02-11,2026-04-12
5072,934,370,CAM00043,PDV000083,N,2,Si,2026-02-11,2026-04-12
5073,934,366,CAM00043,PDV000083,S,Agendada,No,2026-02-11,2026-04-12
5074,935,366,CAM00043,PDV000138,S,No agendada,,2026-03-07,2026-05-03
5075,935,371,CAM00043,PDV000138,T,Auxiliar de farmacia,No,2026-03-07,2026-05-03
5076,935,373,CAM00043,PDV000138,,10 o mas,Si,2026-03-07,2026-05-03
5077,935,367,CAM00043,PDV000138,N,1,No,2026-03-07,2026-05-03
5078,935,374,CAM00043,PDV000138,N,10,,2026-03-07,2026-05-03
5079,935,375,CAM00043,PDV000138,S,Auxiliar,,2026-03-07,2026-05-03
5080,935,369,CAM00043,PDV000138,S,No,,2026-03-07,2026-05-03
5081,935,370,CAM00043,PDV000138,N,2,,2026-03-07,2026-05-03
5082,935,368,CAM00043,PDV000138,T,Titular disponible,Si,2026-03-07,2026-05-03
5083,935,372,CAM00043,PDV000138,M,Mejora altura,No,2026-03-07,2026-05-03
5084,936,373,CAM00043,PDV000045,S,3,,2026-03-10,2026-04-07
5085,936,367,CAM00043,PDV000045,N,3,,2026-03-10,2026-04-07
5086,936,375,CAM00043,PDV000045,S,Auxiliar,,2026-03-10,2026-04-07
5087,936,370,CAM00043,PDV000045,N,15,,2026-03-10,2026-04-07
5088,936,368,CAM00043,PDV000045,T,Farmacéutico adjunto,,2026-03-10,2026-04-07
5089,936,369,CAM00043,PDV000045,S,,,2026-03-10,2026-04-07
5090,937,375,CAM00043,PDV000132,S,Adjunto,,2026-02-13,2026-02-14
5091,937,371,CAM00043,PDV000132,T,OK,,2026-02-13,2026-02-14
5092,937,374,CAM00043,PDV000132,N,5,,2026-02-13,2026-02-14
5093,937,370,CAM00043,PDV000132,N,30,,2026-02-13,2026-02-14
5094,937,368,CAM00043,PDV000132,T,Auxiliar de farmacia,,2026-02-13,2026-02-14
5095,937,373,CAM00043,PDV000132,S,7 ,No,2026-02-13,2026-02-14
5096,938,371,CAM00043,PDV000076,T,Pendiente de confirmar,No,2026-03-14,2026-04-07
5097,938,367,CAM00043,PDV000076,N,5,Si,2026-03-14,2026-04-07
5098,938,368,CAM00043,PDV000076,T,Titular disponible,Si,2026-03-14,2026-04-07
5099,938,372,CAM00043,PDV000076,M,Ampliar facings,Si,2026-03-14,2026-04-07
5100,938,370,CAM00043,PDV000076,N,3,Si,2026-03-14,2026-04-07
5101,938,373,CAM00043,PDV000076,S,9,,2026-03-14,2026-04-07
5102,939,367,CAM00043,PDV000109,,,,2026-03-08,2026-04-01
5103,939,374,CAM00043,PDV000109,N,2,,2026-03-08,2026-04-01
5104,939,371,CAM00043,PDV000109,T,Farmacéutico adjunto,,2026-03-08,2026-04-01
5105,939,370,CAM00043,PDV000109,N,2,Si,2026-03-08,2026-04-01
5106,939,375,CAM00043,PDV000109,S,Auxiliar,,2026-03-08,2026-04-01
5107,939,366,CAM00043,PDV000109,S,No agendada,,2026-03-08,2026-04-01
5108,939,373,CAM00043,PDV000109,S,7,,2026-03-08,2026-04-01
5109,939,372,CAM00043,PDV000109,M,Segundo espacio,No,2026-03-08,2026-04-01
5110,939,369,CAM00043,PDV000109,S,No,Si,2026-03-08,2026-04-01
5111,939,368,CAM00043,PDV000109,T,Pendiente de confirmar,,2026-03-08,2026-04-01
5112,940,366,CAM00043,PDV000057,S,Agendada,,2026-02-03,2026-02-28
5113,940,368,CAM00043,PDV000057,,Auxiliar de farmacia,,2026-02-03,2026-02-28
5114,941,373,CAM00043,PDV000106,S,"0, No tienen stock",,2026-03-07,2026-04-08
5115,941,369,CAM00043,PDV000106,S,Si,Si,2026-03-07,2026-04-08
5116,941,375,CAM00043,PDV000106,S,Adjunto,No,2026-03-07,2026-04-08
5117,941,368,CAM00043,PDV000106,T,,,2026-03-07,2026-04-08
5118,941,370,CAM00043,PDV000106,N,20,,2026-03-07,2026-04-08
5119,941,366,CAM00043,PDV000106,S,Agendada,Si,2026-03-07,2026-04-08
5120,942,370,CAM00043,PDV000215,N,10,,2026-02-08,2026-04-13
5121,942,374,CAM00043,PDV000215,N,45,,2026-02-08,2026-04-13
5122,942,371,CAM00043,PDV000215,T,Sin comentarios,No,2026-02-08,2026-04-13
5123,942,372,CAM00043,PDV000215,M,Mejora altura,Si,2026-02-08,2026-04-13
5124,942,375,CAM00043,PDV000215,S,Auxiliar,,2026-02-08,2026-04-13
5125,942,373,CAM00043,PDV000215,S,"0, No tienen stock",Si,2026-02-08,2026-04-13
5126,942,368,CAM00043,PDV000215,T,,,2026-02-08,2026-04-13
5127,942,369,CAM00043,PDV000215,S,No,,2026-02-08,2026-04-13
5128,942,367,CAM00043,PDV000215,,10,No,2026-02-08,2026-04-13
5129,942,366,CAM00043,PDV000215,S,No agendada,,2026-02-08,2026-04-13
5130,943,371,CAM00043,PDV000007,T,Titular disponible,,2026-02-11,2026-05-06
5131,943,368,CAM00043,PDV000007,T,Auxiliar de farmacia,,2026-02-11,2026-05-06
5132,943,373,CAM00043,PDV000007,S,"0, No tienen stock",Si,2026-02-11,2026-05-06
5133,943,366,CAM00043,PDV000007,S,No agendada,Si,2026-02-11,2026-05-06
5134,943,372,CAM00043,PDV000007,M,Mejora altura,Si,2026-02-11,2026-05-06
5135,943,374,CAM00043,PDV000007,N,3,,2026-02-11,2026-05-06
5136,944,368,CAM00043,PDV000016,T,Pendiente de confirmar,,2026-02-02,2026-03-12
5137,944,366,CAM00043,PDV000016,S,Agendada,,2026-02-02,2026-03-12
5138,944,374,CAM00043,PDV000016,N, 45 ,,2026-02-02,2026-03-12
5139,944,369,CAM00043,PDV000016,S,Si,,2026-02-02,2026-03-12
5140,944,373,CAM00043,PDV000016,S,4,No,2026-02-02,2026-03-12
5141,944,371,CAM00043,PDV000016,T,Auxiliar de farmacia,Si,2026-02-02,2026-03-12
5142,945,370,CAM00043,PDV000063,N,60,,2026-02-10,2026-05-13
5143,945,367,CAM00043,PDV000063,N,2,,2026-02-10,2026-05-13
5144,946,366,CAM00043,,,No agendada,,2026-03-04,2026-05-11
5145,946,370,CAM00043,,N,15,,2026-03-04,2026-05-11
5146,946,373,CAM00043,,S,5,,2026-03-04,2026-05-11
5147,946,371,CAM00043,,T,Pendiente de confirmar,,2026-03-04,2026-05-11
5148,946,368,CAM00043,,T,Auxiliar de farmacia,,2026-03-04,2026-05-11
5149,946,375,CAM00043,,S,,No,2026-03-04,2026-05-11
5150,947,373,CAM00043,PDV000152,S,"0, No lo trabajan",Si,2026-02-28,2026-04-10
5151,947,367,CAM00043,PDV000152,N,2,,2026-02-28,2026-04-10
5152,947,370,CAM00043,PDV000152,N,3,,2026-02-28,2026-04-10
5153,947,366,CAM00043,PDV000152,S,Agendada,,2026-02-28,2026-04-10
5154,947,372,CAM00043,PDV000152,M,Mejora planograma,,2026-02-28,2026-04-10
5155,947,368,CAM00043,PDV000152,T,OK,,2026-02-28,2026-04-10
5156,948,367,CAM00043,PDV000115,N,2,,2026-02-21,2026-05-05
5157,948,368,CAM00043,PDV000115,T,Auxiliar de farmacia,,2026-02-21,2026-05-05
5158,948,375,CAM00043,PDV000115,S,,,2026-02-21,2026-05-05
5159,948,372,CAM00043,PDV000115,M,Segundo espacio,,2026-02-21,2026-05-05
5160,948,371,CAM00043,PDV000115,T,Pendiente de confirmar,No,2026-02-21,2026-05-05
5161,948,374,CAM00043,PDV000115,N,60,,2026-02-21,2026-05-05
5162,948,370,CAM00043,PDV000115,N,10,,2026-02-21,2026-05-05
5163,948,373,CAM00043,PDV000115,S,7,Si,2026-02-21,2026-05-05
5164,948,366,CAM00043,PDV000115,S,No agendada,Si,2026-02-21,2026-05-05
5165,948,369,CAM00043,PDV000115,S,No,,2026-02-21,2026-05-05
5166,949,370,CAM00043,PDV000182,N,1,,2026-01-29,2026-03-04
5167,949,373,CAM00043,PDV000182,,9,,2026-01-29,2026-03-04
5168,949,372,CAM00043,PDV000182,M,Mejora altura,,2026-01-29,2026-03-04
5169,949,374,CAM00043,PDV000182,N,60,,2026-01-29,2026-03-04
5170,949,366,CAM00043,PDV000182,S,No agendada,,2026-01-29,2026-03-04
5171,949,375,CAM00043,PDV000182,S,,,2026-01-29,2026-03-04
5172,950,366,CAM00043,PDV000060,S,No agendada,,2026-03-09,2026-03-29
5173,950,373,CAM00043,PDV000060,S,1,,2026-03-09,2026-03-29
5174,950,372,CAM00043,PDV000060,M,Ampliar facings,,2026-03-09,2026-03-29
5175,950,368,CAM00043,PDV000060,T,Auxiliar de farmacia,,2026-03-09,2026-03-29
5176,950,369,CAM00043,PDV000060,S,No,Si,2026-03-09,2026-03-29
5177,950,374,CAM00043,PDV000060,N,2,,2026-03-09,2026-03-29
5178,950,367,CAM00043,PDV000060,N,5,,2026-03-09,2026-03-29
5179,950,375,CAM00043,PDV000060,S,Auxiliar,,2026-03-09,2026-03-29
5180,950,371,CAM00043,PDV000060,T,Farmacéutico adjunto,,2026-03-09,2026-03-29
5181,950,370,CAM00043,PDV000060,N,10,,2026-03-09,2026-03-29
5182,951,370,CAM00043,PDV000065,N,,,2026-01-27,2026-03-28
5183,951,372,CAM00043,PDV000065,M,,No,2026-01-27,2026-03-28
5184,951,366,CAM00043,PDV000065,S,Agendada ,,2026-01-27,2026-03-28
5185,951,371,CAM00043,PDV000065,T,Farmacéutico adjunto,Si,2026-01-27,2026-03-28
5186,951,369,CAM00043,PDV000065,S,No,,2026-01-27,2026-03-28
5187,951,367,CAM00043,PDV000065,N,2,,2026-01-27,2026-03-28
5188,952,373,CAM00043,PDV000190,S,"0, No esta expuesto",,2026-03-07,2026-04-09
5189,952,372,CAM00043,PDV000190,M,Sacar del cajon,,2026-03-07,2026-04-09
5190,952,367,CAM00043,PDV000190,N,5,,2026-03-07,2026-04-09
5191,952,366,CAM00043,PDV000190,S,,,2026-03-07,2026-04-09
5192,952,375,CAM00043,PDV000190,S,Otro,,2026-03-07,2026-04-09
5193,952,371,CAM00043,PDV000190,T,Pendiente de confirmar,No,2026-03-07,2026-04-09
5194,953,366,CAM00043,PDV000124,S,Agendada ,,2026-02-26,2026-03-24
5195,953,372,CAM00043,PDV000124,M,Ampliar facings,Si,2026-02-26,2026-03-24
5196,953,369,CAM00043,PDV000124,S,Si,,2026-02-26,2026-03-24
5197,953,368,CAM00043,PDV000124,T,Pendiente de confirmar,,2026-02-26,2026-03-24
5198,953,375,CAM00043,PDV000124,S,Titular,,2026-02-26,2026-03-24
5199,953,374,CAM00043,PDV000124,N,10,,2026-02-26,2026-03-24
5200,954,371,CAM00043,PDV000020,T,Sin comentarios,,2026-02-13,2026-04-04
5201,954,368,CAM00043,PDV000020,T,Titular disponible,,2026-02-13,2026-04-04
5202,954,367,CAM00043,PDV000020,N,5,,2026-02-13,2026-04-04
5203,954,374,CAM00043,PDV000020,N,30,,2026-02-13,2026-04-04
5204,954,369,CAM00043,PDV000020,,No,Si,2026-02-13,2026-04-04
5205,954,366,CAM00043,PDV000020,S,No agendada,No,2026-02-13,2026-04-04
5206,954,373,CAM00043,PDV000020,S,7,,2026-02-13,2026-04-04
5207,954,370,CAM00043,PDV000020,, 3 ,,2026-02-13,2026-04-04
5208,954,372,CAM00043,PDV000020,M,Sacar del cajon,,2026-02-13,2026-04-04
5209,954,375,CAM00043,PDV000020,S,Titular,,2026-02-13,2026-04-04
5210,955,389,CAM00045,PDV000043,S,Farmacia con producto expuesto,,2026-04-24,2026-05-12
5211,955,391,CAM00045,PDV000043,M,Segundo espacio,No,2026-04-24,2026-05-12
5212,956,392,CAM00045,PDV000097,N,20,,2026-02-18,2026-02-25
5213,956,397,CAM00045,PDV000097,,Rechaza formación,,2026-02-18,2026-02-25
5214,956,391,CAM00045,PDV000097,M,Segundo espacio ,,2026-02-18,2026-02-25
5215,956,395,CAM00045,PDV000097,T,Farmacéutico adjunto,Si,2026-02-18,2026-02-25
5216,956,389,CAM00045,PDV000097,,Farmacia pequeña,No,2026-02-18,2026-02-25
5217,956,388,CAM00045,PDV000097,M,Mejora planograma,,2026-02-18,2026-02-25
5218,956,390,CAM00045,PDV000097,S,Agendada,,2026-02-18,2026-02-25
5219,957,392,CAM00045,PDV000246,N, 1 ,,2026-02-28,2026-03-07
5220,957,389,CAM00045,PDV000246,S,,,2026-02-28,2026-03-07
5221,958,399,CAM00045,PDV000189,S,7,,2026-04-15,2026-05-01
5222,958,393,CAM00045,PDV000189,S,"0, No esta expuesto",No,2026-04-15,2026-05-01
5223,958,394,CAM00045,PDV000189,S,3,No,2026-04-15,2026-05-01
5224,958,396,CAM00045,PDV000189,S,No está titular,No,2026-04-15,2026-05-01
5225,958,389,CAM00045,PDV000189,S,Farmacia blanca,No,2026-04-15,2026-05-01
5226,958,388,CAM00045,PDV000189,M,Segundo espacio,,2026-04-15,2026-05-01
5227,958,398,CAM00045,PDV000189,M,Ampliar facings ,No,2026-04-15,2026-05-01
5228,958,395,CAM00045,PDV000189,,Farmacéutico adjunto,,2026-04-15,2026-05-01
5229,958,390,CAM00045,PDV000189,S,Agendada,,2026-04-15,2026-05-01
5230,958,397,CAM00045,PDV000189,,No es una farmacia,,2026-04-15,2026-05-01
5231,958,391,CAM00045,PDV000189,M,Segundo espacio,No,2026-04-15,2026-05-01
5232,958,392,CAM00045,PDV000189,N,15,,2026-04-15,2026-05-01
5233,959,391,CAM00045,,M,,,2026-03-19,2026-04-14
5234,959,398,CAM00045,,M,Sacar del cajon ,,2026-03-19,2026-04-14
5235,959,,CAM00045,,S,"0, No lo trabajan",No,2026-03-19,2026-04-14
5236,959,393,CAM00045,,S,2,,2026-03-19,2026-04-14
5237,959,396,CAM00045,,,Visita OK,,2026-03-19,2026-04-14
5238,959,399,CAM00045,,S,2,Si,2026-03-19,2026-04-14
5239,959,390,CAM00045,,S,No agendada,Si,2026-03-19,2026-04-14
5240,960,395,CAM00045,PDV000141,T,Auxiliar de farmacia,Si,2026-04-22,2026-05-12
5241,960,389,CAM00045,PDV000141,S,Farmacia con producto expuesto,No,2026-04-22,2026-05-12
5242,960,,CAM00045,PDV000141,S,9,,2026-04-22,2026-05-12
5243,960,390,CAM00045,PDV000141,S,Agendada,,2026-04-22,2026-05-12
5244,960,391,CAM00045,PDV000141,M,Mejora altura,,2026-04-22,2026-05-12
5245,960,388,CAM00045,PDV000141,M,Segundo espacio,,2026-04-22,2026-05-12
5246,960,394,CAM00045,PDV000141,S,4,No,2026-04-22,2026-05-12
5247,960,398,CAM00045,PDV000141,M,Sacar del cajon,No,2026-04-22,2026-05-12
5248,960,392,CAM00045,PDV000141,N,60,,2026-04-22,2026-05-12
5249,960,397,CAM00045,PDV000141,S,Rechaza formación,No,2026-04-22,2026-05-12
5250,960,393,CAM00045,PDV000141,S,"0, No lo trabajan",,2026-04-22,2026-05-12
5251,960,396,CAM00045,PDV000141,S,No permiten por falta de stock,,2026-04-22,2026-05-12
5252,961,389,CAM00045,PDV000026,S,Farmacia de pueblo,,2026-04-15,2026-05-13
5253,961,393,CAM00045,PDV000026,S,,,2026-04-15,2026-05-13
5254,961,392,CAM00045,PDV000026,N,90,,2026-04-15,2026-05-13
5255,961,397,CAM00045,PDV000026,S,Rechaza formación,No,2026-04-15,2026-05-13
5256,961,395,CAM00045,PDV000026,T,Pendiente de confirmar,Si,2026-04-15,2026-05-13
5257,961,390,CAM00045,PDV000026,S,No agendada,,2026-04-15,2026-05-13
5258,961,388,CAM00045,PDV000026,M,,Si,2026-04-15,2026-05-13
5259,962,393,CAM00045,PDV000165,S,8,,2026-03-21,2026-05-15
5260,962,392,CAM00045,PDV000165,N,5,Si,2026-03-21,2026-05-15
5261,962,390,CAM00045,PDV000165,S,No agendada,,2026-03-21,2026-05-15
5262,962,394,CAM00045,PDV000165,S,,No,2026-03-21,2026-05-15
5263,962,391,CAM00045,PDV000165,M,Sacar del cajon,,2026-03-21,2026-05-15
5264,962,389,CAM00045,PDV000165,S,Farmacia blanca,,2026-03-21,2026-05-15
5265,962,388,CAM00045,PDV000165,M,Mejora planograma,No,2026-03-21,2026-05-15
5266,963,395,CAM00045,PDV000237,T,Titular disponible,Si,2026-04-04,2026-04-26
5267,963,388,CAM00045,PDV000237,M,Mejora altura,,2026-04-04,2026-04-26
5268,963,389,CAM00045,PDV000237,S,Farmacia blanca,,2026-04-04,2026-04-26
5269,963,396,CAM00045,PDV000237,S,No dispone de escaparate,,2026-04-04,2026-04-26
5270,963,391,CAM00045,PDV000237,M,Ampliar facings,,2026-04-04,2026-04-26
5271,963,394,CAM00045,PDV000237,S,"0, No esta expuesto",Si,2026-04-04,2026-04-26
5272,963,397,CAM00045,PDV000237,S,No es una farmacia,,2026-04-04,2026-04-26
5273,964,396,CAM00045,PDV000147,S,Visita OK,No,2026-04-07,2026-04-17
5274,964,398,CAM00045,PDV000147,M,Sacar del cajon,No,2026-04-07,2026-04-17
5275,964,397,CAM00045,PDV000147,S,Formación OK,,2026-04-07,2026-04-17
5276,964,,CAM00045,PDV000147,,Mejora altura,,2026-04-07,2026-04-17
5277,964,393,CAM00045,PDV000147,S,"0, No esta expuesto",,2026-04-07,2026-04-17
5278,964,390,CAM00045,PDV000147,S,No agendada,,2026-04-07,2026-04-17
5279,964,399,CAM00045,PDV000147,S,10 o mas ,Si,2026-04-07,2026-04-17
5280,965,391,CAM00045,PDV000012,M,Ampliar facings,,2026-02-05,2026-03-21
5281,965,398,CAM00045,PDV000012,M,Segundo espacio,,2026-02-05,2026-03-21
5282,965,388,CAM00045,PDV000012,M,Mejora altura,,2026-02-05,2026-03-21
5283,965,399,CAM00045,PDV000012,S,1,,2026-02-05,2026-03-21
5284,965,390,CAM00045,PDV000012,S,Agendada,,2026-02-05,2026-03-21
5285,965,389,CAM00045,PDV000012,S,Farmacia orientada dermo,,2026-02-05,2026-03-21
5286,965,394,CAM00045,PDV000012,S,9 ,,2026-02-05,2026-03-21
5287,966,388,CAM00045,PDV000231,M,Mejora planograma,Si,2026-02-26,2026-04-01
5288,966,395,CAM00045,PDV000231,T,Farmacéutico adjunto,,2026-02-26,2026-04-01
5289,966,397,CAM00045,PDV000231,S,Farmacia cerrada,,2026-02-26,2026-04-01
5290,966,391,CAM00045,PDV000231,M,Ampliar facings,No,2026-02-26,2026-04-01
5291,966,389,CAM00045,PDV000231,S,Farmacia de pueblo,,2026-02-26,2026-04-01
5292,966,399,CAM00045,PDV000231,S,"0, No lo trabajan",No,2026-02-26,2026-04-01
5293,966,390,CAM00045,PDV000231,S,Agendada ,,2026-02-26,2026-04-01
5294,966,394,CAM00045,PDV000231,S,8,,2026-02-26,2026-04-01
5295,966,393,CAM00045,PDV000231,S,8,,2026-02-26,2026-04-01
5296,966,396,CAM00045,PDV000231,S,No está titular,,2026-02-26,2026-04-01
5297,966,392,CAM00045,PDV000231,N,60,,2026-02-26,2026-04-01
5298,966,,CAM00045,PDV000231,M,Ampliar facings,,2026-02-26,2026-04-01
5299,967,388,CAM00045,PDV000108,M,Sacar del cajon,,2026-01-31,2026-04-20
5300,967,393,CAM00045,PDV000108,S,4,Si,2026-01-31,2026-04-20
5301,967,392,CAM00045,PDV000108,N,3,,2026-01-31,2026-04-20
5302,967,395,CAM00045,PDV000108,T,Sin comentarios,Si,2026-01-31,2026-04-20
5303,967,394,CAM00045,PDV000108,S,"0, No lo trabajan",,2026-01-31,2026-04-20
5304,967,390,CAM00045,PDV000108,S,No agendada,No,2026-01-31,2026-04-20
5305,967,389,CAM00045,PDV000108,S,Otro ,No,2026-01-31,2026-04-20
5306,967,396,CAM00045,PDV000108,S,No dispone de escaparate ,,2026-01-31,2026-04-20
5307,967,397,CAM00045,PDV000108,S,No es una farmacia,No,2026-01-31,2026-04-20
5308,967,398,CAM00045,PDV000108,M,,,2026-01-31,2026-04-20
5309,967,399,CAM00045,PDV000108,S,6,,2026-01-31,2026-04-20
5310,967,391,CAM00045,PDV000108,M,Sacar del cajon,,2026-01-31,2026-04-20
5311,968,388,CAM00045,PDV000085,M,,,2026-04-06,2026-05-03
5312,968,389,CAM00045,PDV000085,S,Farmacia orientada dermo,Si,2026-04-06,2026-05-03
5313,968,390,CAM00045,PDV000085,S,No agendada,,2026-04-06,2026-05-03
5314,968,397,CAM00045,PDV000085,,Farmacia cerrada,,2026-04-06,2026-05-03
5315,968,394,CAM00045,PDV000085,S,6,,2026-04-06,2026-05-03
5316,968,392,CAM00045,PDV000085,N,3,No,2026-04-06,2026-05-03
5317,968,396,CAM00045,PDV000085,S,,No,2026-04-06,2026-05-03
5318,968,399,CAM00045,PDV000085,S,1,,2026-04-06,2026-05-03
5319,968,393,CAM00045,PDV000085,S,"0, No esta expuesto",Si,2026-04-06,2026-05-03
5320,968,395,CAM00045,PDV000085,T,Titular disponible,,2026-04-06,2026-05-03
5321,968,398,CAM00045,PDV000085,M,Segundo espacio,,2026-04-06,2026-05-03
5322,968,391,CAM00045,PDV000085,M,Sacar del cajon,,2026-04-06,2026-05-03
5323,969,396,CAM00045,PDV000109,S,Escaparate ocupado ,No,2026-03-16,2026-04-13
5324,969,398,CAM00045,PDV000109,M,Sacar del cajon,No,2026-03-16,2026-04-13
5325,969,388,CAM00045,PDV000109,M,Ampliar facings,,2026-03-16,2026-04-13
5326,969,393,CAM00045,PDV000109,S,10 o mas,,2026-03-16,2026-04-13
5327,969,391,CAM00045,PDV000109,M,Segundo espacio,,2026-03-16,2026-04-13
5328,969,394,CAM00045,PDV000109,S,"0, No lo trabajan",,2026-03-16,2026-04-13
5329,969,397,CAM00045,PDV000109,S,Formación OK,,2026-03-16,2026-04-13
5330,969,392,CAM00045,PDV000109,N,3,Si,2026-03-16,2026-04-13
5331,969,395,CAM00045,PDV000109,T,Auxiliar de farmacia,,2026-03-16,2026-04-13
5332,969,389,CAM00045,PDV000109,S,Farmacia orientada dermo,No,2026-03-16,2026-04-13
5333,969,399,CAM00045,PDV000109,S,3,No,2026-03-16,2026-04-13
5334,969,390,CAM00045,PDV000109,S,Agendada,No,2026-03-16,2026-04-13
5335,970,388,CAM00045,PDV000237,M,Segundo espacio,,2026-02-03,2026-04-12
5336,970,394,CAM00045,PDV000237,S,3,,2026-02-03,2026-04-12
5337,970,391,CAM00045,PDV000237,M,Sacar del cajon,,2026-02-03,2026-04-12
5338,970,395,CAM00045,PDV000237,T,Titular disponible,,2026-02-03,2026-04-12
5339,970,399,CAM00045,PDV000237,S,6,,2026-02-03,2026-04-12
5340,970,398,CAM00045,PDV000237,,Mejora planograma,Si,2026-02-03,2026-04-12
5341,970,393,CAM00045,PDV000237,S,2,No,2026-02-03,2026-04-12
5342,971,408,CAM00046,PDV000205,S,"0, No tienen stock ",,2026-03-31,2026-04-11
5343,971,401,CAM00046,PDV000205,S,Auxiliar,No,2026-03-31,2026-04-11
5344,971,406,CAM00046,PDV000205,S,9,,2026-03-31,2026-04-11
5345,971,404,CAM00046,PDV000205,S,Material entregado en mano,No,2026-03-31,2026-04-11
5346,971,405,CAM00046,PDV000205,T,Pendiente de confirmar,,2026-03-31,2026-04-11
5347,971,413,CAM00046,PDV000205,T,,,2026-03-31,2026-04-11
5348,971,400,CAM00046,PDV000205,M,,No,2026-03-31,2026-04-11
5349,971,409,CAM00046,PDV000205,S,No agendada,,2026-03-31,2026-04-11
5350,972,401,CAM00046,PDV000062,S,Auxiliar,,2026-03-30,2026-05-03
5351,972,409,CAM00046,PDV000062,S,Agendada,No,2026-03-30,2026-05-03
5352,972,402,CAM00046,PDV000062,S,"0, No tienen stock",,2026-03-30,2026-05-03
5353,972,400,CAM00046,PDV000062,M,Ampliar facings,,2026-03-30,2026-05-03
5354,972,411,CAM00046,PDV000062,N,2,No,2026-03-30,2026-05-03
5355,972,407,CAM00046,PDV000062,S,No,No,2026-03-30,2026-05-03
5356,972,406,CAM00046,PDV000062,S,"0, No esta expuesto",,2026-03-30,2026-05-03
5357,972,413,CAM00046,PDV000062,T,Auxiliar de farmacia,,2026-03-30,2026-05-03
5358,973,413,CAM00046,PDV000104,T,OK,,2026-03-25,2026-05-03
5359,973,400,CAM00046,PDV000104,M,Mejora planograma,,2026-03-25,2026-05-03
5360,973,407,CAM00046,PDV000104,S,No,No,2026-03-25,2026-05-03
5361,973,401,CAM00046,PDV000104,S,Adjunto,,2026-03-25,2026-05-03
5362,973,403,CAM00046,PDV000104,T,Sin comentarios,No,2026-03-25,2026-05-03
5363,973,,CAM00046,PDV000104,S,10 o mas,,2026-03-25,2026-05-03
5364,973,404,CAM00046,PDV000104,S,Escaparate ocupado,,2026-03-25,2026-05-03
5365,973,,CAM00046,PDV000104,S,No agendada ,,2026-03-25,2026-05-03
5366,974,400,CAM00046,PDV000195,M,Ampliar facings,No,2026-02-22,2026-04-30
5367,974,404,CAM00046,PDV000195,S,Revisita,No,2026-02-22,2026-04-30
5368,974,407,CAM00046,PDV000195,S,Si,Si,2026-02-22,2026-04-30
5369,974,408,CAM00046,PDV000195,S,5,,2026-02-22,2026-04-30
5370,974,411,CAM00046,PDV000195,N,20,,2026-02-22,2026-04-30
5371,974,401,CAM00046,PDV000195,S,Otro,Si,2026-02-22,2026-04-30
5372,974,402,CAM00046,PDV000195,S,,,2026-02-22,2026-04-30
